host_id,listing_count,listing_share,cumulative_share,host_pct
434485440,311,0.02178786605016113,0.02178786605016113,0.010566356720202874
529388435,138,0.009667927700714587,0.03145579375087572,0.021132713440405747
595670462,107,0.007496146840409136,0.03895194059128485,0.03169907016060862
418270816,87,0.006094997898276587,0.04504693848956144,0.042265426880811495
376961462,79,0.005534538321423568,0.05058147681098501,0.05283178360101438
449692327,55,0.003853159590864509,0.05443463640184952,0.06339814032121724
8912086,51,0.003572929802437999,0.05800756620428752,0.07396449704142012
335573202,48,0.003362757461118117,0.06137032366540564,0.08453085376162299
546288100,44,0.003082527672691607,0.06445285133809725,0.09509721048182587
210700814,44,0.003082527672691607,0.06753537901078886,0.10566356720202875
8250486,42,0.0029424127784783522,0.07047779178926722,0.11622992392223161
271235180,40,0.0028022978842650974,0.07328008967353232,0.12679628064243448
3003519,33,0.0023118957545187053,0.07559198542805103,0.13736263736263737
270945970,32,0.002241838307412078,0.0778338237354631,0.14792899408284024
71613847,32,0.002241838307412078,0.08007566204287518,0.1584953508030431
588501134,30,0.002101723413198823,0.082177385456074,0.16906170752324598
155105708,28,0.001961608518985568,0.08413899397505957,0.17962806424344885
342965,27,0.0018915510718789407,0.08603054504693851,0.19019442096365174
46134517,26,0.0018214936247723133,0.08785203867171082,0.20076077768385459
178750334,26,0.0018214936247723133,0.08967353229648313,0.2113271344040575
536613872,23,0.001611321283452431,0.09128485357993556,0.22189349112426035
102979040,22,0.0015412638363458036,0.09282611741628136,0.23245984784446322
545723811,22,0.0015412638363458036,0.09436738125262716,0.24302620456466612
193643890,21,0.0014712063892391761,0.09583858764186633,0.25359256128486896
12360,21,0.0014712063892391761,0.0973097940311055,0.26415891800507185
19449434,20,0.0014011489421325487,0.09871094297323804,0.27472527472527475
190957759,20,0.0014011489421325487,0.10011209191537059,0.2852916314454776
265635773,20,0.0014011489421325487,0.10151324085750313,0.2958579881656805
584684705,19,0.0013310914950259213,0.10284433235252904,0.3064243448858833
148226214,19,0.0013310914950259213,0.10417542384755496,0.3169907016060862
87442687,19,0.0013310914950259213,0.10550651534258088,0.32755705832628906
54039179,19,0.0013310914950259213,0.10683760683760679,0.33812341504649196
567693994,17,0.0011909766008126664,0.10802858343841945,0.34868977176669486
318912597,16,0.001120919153706039,0.1091495025921255,0.3592561284868977
661302987,16,0.001120919153706039,0.11027042174583154,0.3698224852071006
108025548,16,0.001120919153706039,0.11139134089953759,0.3803888419273035
267779752,16,0.001120919153706039,0.11251226005324363,0.3909551986475064
177712632,16,0.001120919153706039,0.11363317920694968,0.40152155536770917
27952946,15,0.0010508617065994115,0.1146840409135491,0.4120879120879121
2293972,15,0.0010508617065994115,0.11573490262014852,0.422654268808115
512039689,15,0.0010508617065994115,0.11678576432674793,0.4332206255283178
342119665,15,0.0010508617065994115,0.11783662603334735,0.4437869822485207
148919487,15,0.0010508617065994115,0.11888748773994677,0.45435333896872365
1391772,15,0.0010508617065994115,0.11993834944654619,0.46491969568892644
555629092,15,0.0010508617065994115,0.1209892111531456,0.47548605240912933
172232819,15,0.0010508617065994115,0.12204007285974502,0.48605240912933223
73158,14,0.000980804259492784,0.12302087711923781,0.49661876584953507
193731690,14,0.000980804259492784,0.1240016813787306,0.5071851225697379
116200754,14,0.000980804259492784,0.1249824856382234,0.5177514792899409
909226,14,0.000980804259492784,0.12596328989771619,0.5283178360101437
339135580,14,0.000980804259492784,0.12694409415720898,0.5388841927303466
25049986,14,0.000980804259492784,0.12792489841670177,0.5494505494505495
662851413,13,0.0009107468123861566,0.12883564522908791,0.5600169061707523
224691394,13,0.0009107468123861566,0.12974639204147406,0.5705832628909552
167881332,13,0.0009107468123861566,0.1306571388538602,0.5811496196111581
539383070,13,0.0009107468123861566,0.13156788566624636,0.591715976331361
277288176,13,0.0009107468123861566,0.1324786324786325,0.6022823330515639
5472105,13,0.0009107468123861566,0.13338937929101866,0.6128486897717667
373606229,12,0.0008406893652795292,0.1342300686562982,0.6234150464919695
346755219,12,0.0008406893652795292,0.13507075802157772,0.6339814032121724
484535538,12,0.0008406893652795292,0.13591144738685726,0.6445477599323752
278539159,11,0.0007706319181729018,0.13668207930503015,0.6551141166525781
372068633,11,0.0007706319181729018,0.13745271122320304,0.6656804733727811
14117635,11,0.0007706319181729018,0.13822334314137594,0.6762468300929839
