host_id,listing_count,listing_share,cumulative_share,host_pct
438136382,407,0.01628,0.01628,0.009566631589017506
346367515,384,0.01536,0.03164,0.01913326317803501
377605855,334,0.01336,0.045,0.028699894767052522
291253690,292,0.01168,0.056679999999999994,0.03826652635607002
518713670,272,0.01088,0.06756,0.04783315794508753
434208714,249,0.00996,0.07751999999999999,0.057399789534105045
661816734,215,0.0086,0.08611999999999999,0.06696642112312255
460391145,181,0.00724,0.09335999999999998,0.07653305271214005
576464572,170,0.0068,0.10015999999999999,0.08609968430115757
567327895,161,0.00644,0.10659999999999999,0.09566631589017506
40877988,141,0.00564,0.11223999999999999,0.10523294747919257
444912851,120,0.0048,0.11703999999999999,0.11479957906821009
133056146,120,0.0048,0.12183999999999999,0.1243662106572276
394687867,107,0.00428,0.12611999999999998,0.1339328422462451
471977881,100,0.004,0.13011999999999999,0.1434994738352626
391810099,95,0.0038,0.13391999999999998,0.1530661054242801
107141654,93,0.00372,0.13763999999999998,0.1626327370132976
107335103,92,0.00368,0.14131999999999997,0.17219936860231513
450144376,87,0.00348,0.14479999999999998,0.18176600019133263
112271726,78,0.00312,0.14792,0.19133263178035012
251333188,78,0.00312,0.15104,0.20089926336936764
529402573,77,0.00308,0.15412,0.21046589495838514
430264712,77,0.00308,0.1572,0.22003252654740263
1408525,75,0.003,0.1602,0.22959915813642018
28786243,73,0.00292,0.16312000000000001,0.23916578972543767
31772865,72,0.00288,0.166,0.2487324213144552
217067249,72,0.00288,0.16888,0.2582990529034727
220103569,66,0.00264,0.17152,0.2678656844924902
36503894,65,0.0026,0.17412,0.2774323160815077
106591951,63,0.00252,0.17664,0.2869989476705252
653564153,63,0.00252,0.17915999999999999,0.2965655792595427
22321820,62,0.00248,0.18164,0.3061322108485602
418270816,61,0.00244,0.18408,0.31569884243757773
397053855,55,0.0022,0.18628,0.3252654740265952
112373304,54,0.00216,0.18844,0.3348321056156128
25280313,54,0.00216,0.1906,0.34439873720463027
99018982,54,0.00216,0.19276,0.35396536879364776
518331793,53,0.00212,0.19488,0.36353200038266525
28038703,52,0.00208,0.19696,0.37309863197168275
9885245,51,0.00204,0.199,0.38266526356070024
480261102,47,0.00188,0.20088,0.3922318951497178
402683004,46,0.00184,0.20272,0.4017985267387353
52530675,43,0.00172,0.20444,0.41136515832775283
45621438,43,0.00172,0.20616,0.42093178991677027
678054347,41,0.00164,0.2078,0.4304984215057878
390770038,40,0.0016,0.2094,0.44006505309480526
232520062,39,0.00156,0.21096,0.4496316846838228
238061469,38,0.00152,0.21248,0.45919831627284036
446760611,36,0.00144,0.21392,0.46876494786185785
69566471,36,0.00144,0.21536,0.47833157945087534
129000409,36,0.00144,0.2168,0.48789821103989284
