host_id,listing_count,listing_share,cumulative_share,host_pct
117024794,2,0.000191,0.125095,0.033149
19027021,2,0.000191,0.125286,0.033257
5128876,2,0.000191,0.125477,0.033366
120131128,2,0.000191,0.125668,0.033475
3825472,2,0.000191,0.125859,0.033583
29950130,2,0.000191,0.12605,0.033692
124027020,2,0.000191,0.12624,0.033801
126245396,2,0.000191,0.126431,0.033909
126555379,2,0.000191,0.126622,0.034018
12025422,2,0.000191,0.126813,0.034127
130649752,2,0.000191,0.127004,0.034235
131580321,2,0.000191,0.127195,0.034344
131911468,2,0.000191,0.127385,0.034453
14187610,2,0.000191,0.127576,0.034561
135616053,2,0.000191,0.127767,0.03467
136557289,2,0.000191,0.127958,0.034779
709351333,2,0.000191,0.128149,0.034888
124245,2,0.000191,0.12834,0.034996
125667,2,0.000191,0.128531,0.035105
141349719,2,0.000191,0.128721,0.035214
4443833,2,0.000191,0.128912,0.035322
1406783,2,0.000191,0.129103,0.035431
32972452,2,0.000191,0.129294,0.03554
143465074,2,0.000191,0.129485,0.035648
22537997,2,0.000191,0.129676,0.035757
1435339,2,0.000191,0.129866,0.035866
187728,2,0.000191,0.130057,0.035974
151759692,2,0.000191,0.130248,0.036083
152565049,2,0.000191,0.130439,0.036192
153108798,2,0.000191,0.13063,0.0363
23928189,2,0.000191,0.130821,0.036409
5183517,2,0.000191,0.131011,0.036518
154994295,2,0.000191,0.131202,0.036626
156070312,2,0.000191,0.131393,0.036735
158286631,2,0.000191,0.131584,0.036844
159108573,2,0.000191,0.131775,0.036953
3887700,2,0.000191,0.131966,0.037061
159730080,2,0.000191,0.132156,0.03717
159805113,2,0.000191,0.132347,0.037279
160470419,2,0.000191,0.132538,0.037387
161729978,2,0.000191,0.132729,0.037496
163339448,2,0.000191,0.13292,0.037605
163592969,2,0.000191,0.133111,0.037713
165814590,2,0.000191,0.133302,0.037822
173340690,2,0.000191,0.133492,0.037931
173784342,2,0.000191,0.133683,0.038039
174715695,2,0.000191,0.133874,0.038148
175315662,2,0.000191,0.134065,0.038257
195859,2,0.000191,0.134256,0.038365
180288270,2,0.000191,0.134447,0.038474
181803312,2,0.000191,0.134637,0.038583
184548110,2,0.000191,0.134828,0.038691
186119073,2,0.000191,0.135019,0.0388
186742297,2,0.000191,0.13521,0.038909
189021572,2,0.000191,0.135401,0.039017
190253774,2,0.000191,0.135592,0.039126
190794929,2,0.000191,0.135782,0.039235
31855555,2,0.000191,0.135973,0.039344
5849222,2,0.000191,0.136164,0.039452
4473576,2,0.000191,0.136355,0.039561
199450112,2,0.000191,0.136546,0.03967
199638619,2,0.000191,0.136737,0.039778
201044625,2,0.000191,0.136927,0.039887
3205205,2,0.000191,0.137118,0.039996
16798348,2,0.000191,0.137309,0.040104
209230653,2,0.000191,0.1375,0.040213
209869716,2,0.000191,0.137691,0.040322
3219665,2,0.000191,0.137882,0.04043
210872154,2,0.000191,0.138073,0.040539
214313367,2,0.000191,0.138263,0.040648
217577916,2,0.000191,0.138454,0.040756
3241444,2,0.000191,0.138645,0.040865
3899684,2,0.000191,0.138836,0.040974
1487220,2,0.000191,0.139027,0.041082
241515,2,0.000191,0.139218,0.041191
221374705,2,0.000191,0.139408,0.0413
221999437,2,0.000191,0.139599,0.041409
222345159,2,0.000191,0.13979,0.041517
222356269,2,0.000191,0.139981,0.041626
223790843,2,0.000191,0.140172,0.041735
224019594,2,0.000191,0.140363,0.041843
225780606,2,0.000191,0.140553,0.041952
226622106,2,0.000191,0.140744,0.042061
228056341,2,0.000191,0.140935,0.042169
246493,2,0.000191,0.141126,0.042278
16274382,2,0.000191,0.141317,0.042387
2524806,2,0.000191,0.141508,0.042495
1491565,2,0.000191,0.141698,0.042604
233390046,2,0.000191,0.141889,0.042713
31864995,2,0.000191,0.14208,0.042821
12859025,2,0.000191,0.142271,0.04293
31586636,2,0.000191,0.142462,0.043039
17942652,2,0.000191,0.142653,0.043147
238122037,2,0.000191,0.142844,0.043256
239069851,2,0.000191,0.143034,0.043365
269050,2,0.000191,0.143225,0.043474
241819753,2,0.000191,0.143416,0.043582
242773168,2,0.000191,0.143607,0.043691
243096645,2,0.000191,0.143798,0.0438
243118788,2,0.000191,0.143989,0.043908
243419758,2,0.000191,0.144179,0.044017
12900721,2,0.000191,0.14437,0.044126
26470949,2,0.000191,0.144561,0.044234
245267147,2,0.000191,0.144752,0.044343
246774784,2,0.000191,0.144943,0.044452
247427991,2,0.000191,0.145134,0.04456
248652946,2,0.000191,0.145324,0.044669
22607561,2,0.000191,0.145515,0.044778
257166172,2,0.000191,0.145706,0.044886
263689887,2,0.000191,0.145897,0.044995
267329034,2,0.000191,0.146088,0.045104
8849348,2,0.000191,0.146279,0.045212
280028016,2,0.000191,0.146469,0.045321
281337057,2,0.000191,0.14666,0.04543
22082242,2,0.000191,0.146851,0.045539
3278419,2,0.000191,0.147042,0.045647
26156206,2,0.000191,0.147233,0.045756
303597180,2,0.000191,0.147424,0.045865
1557835,2,0.000191,0.147615,0.045973
23060282,2,0.000191,0.147805,0.046082
1582128,2,0.000191,0.147996,0.046191
312657345,2,0.000191,0.148187,0.046299
4574185,2,0.000191,0.148378,0.046408
322790149,2,0.000191,0.148569,0.046517
12249725,2,0.000191,0.14876,0.046625
333365486,2,0.000191,0.14895,0.046734
389623,2,0.000191,0.149141,0.046843
2579930,2,0.000191,0.149332,0.046951
345090941,2,0.000191,0.149523,0.04706
3335546,2,0.000191,0.149714,0.047169
16866316,2,0.000191,0.149905,0.047277
21572827,2,0.000191,0.150095,0.047386
2597146,2,0.000191,0.150286,0.047495
4013546,2,0.000191,0.150477,0.047604
363483963,2,0.000191,0.150668,0.047712
4614541,2,0.000191,0.150859,0.047821
3347747,2,0.000191,0.15105,0.04793
488009,2,0.000191,0.15124,0.048038
4029713,2,0.000191,0.151431,0.048147
369786243,2,0.000191,0.151622,0.048256
22159410,2,0.000191,0.151813,0.048364
371306711,2,0.000191,0.152004,0.048473
12295544,2,0.000191,0.152195,0.048582
375118891,2,0.000191,0.152385,0.04869
8088712,2,0.000191,0.152576,0.048799
376109674,2,0.000191,0.152767,0.048908
378273319,2,0.000191,0.152958,0.049016
382641511,2,0.000191,0.153149,0.049125
10714666,2,0.000191,0.15334,0.049234
394101086,2,0.000191,0.153531,0.049342
395599905,2,0.000191,0.153721,0.049451
10726948,2,0.000191,0.153912,0.04956
400851790,2,0.000191,0.154103,0.049669
510526,2,0.000191,0.154294,0.049777
8136794,2,0.000191,0.154485,0.049886
404302528,2,0.000191,0.154676,0.049995
404464429,2,0.000191,0.154866,0.050103
1759884,2,0.000191,0.155057,0.050212
8140762,2,0.000191,0.155248,0.050321
412516008,2,0.000191,0.155439,0.050429
415463613,2,0.000191,0.15563,0.050538
12327340,2,0.000191,0.155821,0.050647
418848371,2,0.000191,0.156011,0.050755
4663170,2,0.000191,0.156202,0.050864
421532411,2,0.000191,0.156393,0.050973
423135929,2,0.000191,0.156584,0.051081
424331647,2,0.000191,0.156775,0.05119
8982547,2,0.000191,0.156966,0.051299
430487107,2,0.000191,0.157156,0.051407
16898219,2,0.000191,0.157347,0.051516
438575366,2,0.000191,0.157538,0.051625
443217705,2,0.000191,0.157729,0.051734
